user_id,text,timestamp,label,domain,text_clean
1023,I enjoyed a nice walk outside,2024-06-13,0,unknown,I enjoyed a nice walk outside
825,I feel happy and motivated,2024-01-12,0,unknown,I feel happy and motivated
860,I watched a great movie today,2024-12-29,0,unknown,I watched a great movie today
675,I feel tired of everything,2024-10-01,1,unknown,I feel tired of everything
287,I feel hopeless about my future,2024-04-19,1,unknown,I feel hopeless about my future
532,I feel empty inside,2024-06-10,1,unknown,I feel empty inside
1148,I feel very sad and lonely,2024-06-09,1,unknown,I feel very sad and lonely
1871,I love playing sports,2024-02-27,0,unknown,I love playing sports
899,Today was productive and fun,2024-07-24,0,unknown,Today was productive and fun
1582,I feel empty inside,2024-07-30,1,unknown,I feel empty inside
193,I had a good conversation today,2024-12-20,0,unknown,I had a good conversation today
1062,Today was productive and fun,2024-01-03,0,unknown,Today was productive and fun
1629,I feel very sad and lonely,2024-03-20,1,unknown,I feel very sad and lonely
1205,Today was a relaxing day,2024-09-15,0,unknown,Today was a relaxing day
1834,I feel hopeless about my future,2024-07-25,1,unknown,I feel hopeless about my future
1132,I feel very lonely these days,2024-09-18,1,unknown,I feel very lonely these days
854,I had a great day today,2024-04-30,0,unknown,I had a great day today
908,Life feels meaningless,2024-05-15,1,unknown,Life feels meaningless
417,I watched a great movie today,2024-11-13,0,unknown,I watched a great movie today
489,Today was productive and fun,2024-06-02,0,unknown,Today was productive and fun
23,I am excited about tomorrow,2024-03-29,0,unknown,I am excited about tomorrow
883,I love playing sports,2024-09-23,0,unknown,I love playing sports
657,I feel hopeless about my future,2024-10-28,1,unknown,I feel hopeless about my future
1740,I feel happy and motivated,2024-12-13,0,unknown,I feel happy and motivated
1702,I feel happy and motivated,2024-04-04,0,unknown,I feel happy and motivated
826,I feel happy and motivated,2024-11-27,0,unknown,I feel happy and motivated
1132,I enjoyed spending time with friends,2024-04-19,0,unknown,I enjoyed spending time with friends
134,I enjoyed a nice walk outside,2024-09-13,0,unknown,I enjoyed a nice walk outside
1028,I have no motivation anymore,2024-03-11,1,unknown,I have no motivation anymore
329,I feel tired of everything,2024-06-17,1,unknown,I feel tired of everything
1259,I feel like nobody understands me,2024-08-18,1,unknown,I feel like nobody understands me
489,I feel like nobody understands me,2024-02-01,1,unknown,I feel like nobody understands me
917,Life feels meaningless,2024-07-07,1,unknown,Life feels meaningless
661,I enjoyed a nice walk outside,2024-05-12,0,unknown,I enjoyed a nice walk outside
833,I feel very sad and lonely,2024-02-06,1,unknown,I feel very sad and lonely
466,I watched a great movie today,2024-07-24,0,unknown,I watched a great movie today
1744,I feel very sad and lonely,2024-10-06,1,unknown,I feel very sad and lonely
1299,Today was a relaxing day,2024-01-05,0,unknown,Today was a relaxing day
864,I enjoyed a nice walk outside,2024-05-07,0,unknown,I enjoyed a nice walk outside
866,I feel empty inside,2024-06-18,1,unknown,I feel empty inside
96,I feel like nobody understands me,2024-04-07,1,unknown,I feel like nobody understands me
1140,I am excited about tomorrow,2024-07-26,0,unknown,I am excited about tomorrow
273,I have no motivation anymore,2024-06-26,1,unknown,I have no motivation anymore
595,I feel tired of everything,2024-02-17,1,unknown,I feel tired of everything
30,I feel empty inside,2024-03-09,1,unknown,I feel empty inside
1616,I had a good conversation today,2024-07-08,0,unknown,I had a good conversation today
49,I have no motivation anymore,2024-02-19,1,unknown,I have no motivation anymore
1767,Today was productive and fun,2024-12-18,0,unknown,Today was productive and fun
903,I had a good conversation today,2024-09-19,0,unknown,I had a good conversation today
1829,I enjoyed a nice walk outside,2024-01-10,0,unknown,I enjoyed a nice walk outside
1167,Nothing makes me happy anymore,2024-08-12,1,unknown,Nothing makes me happy anymore
672,I feel tired of everything,2024-04-08,1,unknown,I feel tired of everything
908,Today was a relaxing day,2024-07-27,0,unknown,Today was a relaxing day
770,I feel very sad and lonely,2024-08-19,1,unknown,I feel very sad and lonely
649,I love playing sports,2024-04-03,0,unknown,I love playing sports
1695,I enjoyed spending time with friends,2024-05-13,0,unknown,I enjoyed spending time with friends
1693,I have no motivation anymore,2024-07-01,1,unknown,I have no motivation anymore
1883,I feel empty inside,2024-09-16,1,unknown,I feel empty inside
161,I feel very lonely these days,2024-12-21,1,unknown,I feel very lonely these days
936,I have no motivation anymore,2024-02-25,1,unknown,I have no motivation anymore
370,I feel hopeless about my future,2024-07-15,1,unknown,I feel hopeless about my future
1259,I feel happy and motivated,2024-10-05,0,unknown,I feel happy and motivated
352,I feel happy and motivated,2024-01-11,0,unknown,I feel happy and motivated
1498,Nothing makes me happy anymore,2024-07-16,1,unknown,Nothing makes me happy anymore
308,I can't find joy in anything,2024-02-21,1,unknown,I can't find joy in anything
318,I had a great day today,2024-04-25,0,unknown,I had a great day today
1267,I feel like nobody understands me,2024-03-12,1,unknown,I feel like nobody understands me
1521,I am excited about tomorrow,2024-03-25,0,unknown,I am excited about tomorrow
1136,I feel tired of everything,2024-03-09,1,unknown,I feel tired of everything
1372,I feel like nobody understands me,2024-12-29,1,unknown,I feel like nobody understands me
394,Today was a relaxing day,2024-07-16,0,unknown,Today was a relaxing day
127,I feel hopeless about my future,2024-08-07,1,unknown,I feel hopeless about my future
159,I enjoyed spending time with friends,2024-08-06,0,unknown,I enjoyed spending time with friends
1372,I have no motivation anymore,2024-02-12,1,unknown,I have no motivation anymore
1264,Life feels meaningless,2024-01-17,1,unknown,Life feels meaningless
968,Today was a relaxing day,2024-07-06,0,unknown,Today was a relaxing day
603,I feel tired of everything,2024-08-21,1,unknown,I feel tired of everything
712,I feel hopeless about my future,2024-06-25,1,unknown,I feel hopeless about my future
586,I feel tired of everything,2024-11-11,1,unknown,I feel tired of everything
1457,I love playing sports,2024-04-20,0,unknown,I love playing sports
957,I enjoyed spending time with friends,2024-11-06,0,unknown,I enjoyed spending time with friends
108,Nothing makes me happy anymore,2024-05-19,1,unknown,Nothing makes me happy anymore
1392,I feel very lonely these days,2024-03-11,1,unknown,I feel very lonely these days
1318,I love playing sports,2024-09-06,0,unknown,I love playing sports
961,Nothing makes me happy anymore,2024-10-29,1,unknown,Nothing makes me happy anymore
584,I feel very sad and lonely,2024-12-04,1,unknown,I feel very sad and lonely
572,I feel very lonely these days,2024-01-20,1,unknown,I feel very lonely these days
86,I feel happy and motivated,2024-01-05,0,unknown,I feel happy and motivated
406,I have no motivation anymore,2024-09-06,1,unknown,I have no motivation anymore
43,I have no motivation anymore,2024-07-09,1,unknown,I have no motivation anymore
1450,I feel like nobody understands me,2024-12-31,1,unknown,I feel like nobody understands me
611,I have no motivation anymore,2024-01-06,1,unknown,I have no motivation anymore
1943,I enjoyed a nice walk outside,2024-11-05,0,unknown,I enjoyed a nice walk outside
321,I feel very sad and lonely,2024-11-12,1,unknown,I feel very sad and lonely
692,I am excited about tomorrow,2024-03-11,0,unknown,I am excited about tomorrow
925,I feel hopeless about my future,2024-08-29,1,unknown,I feel hopeless about my future
564,I had a good conversation today,2024-04-19,0,unknown,I had a good conversation today
1603,I feel hopeless about my future,2024-07-07,1,unknown,I feel hopeless about my future
796,I feel hopeless about my future,2024-12-21,1,unknown,I feel hopeless about my future
1117,I can't find joy in anything,2024-05-04,1,unknown,I can't find joy in anything
892,I feel like nobody understands me,2024-12-11,1,unknown,I feel like nobody understands me
1824,I feel very sad and lonely,2024-06-18,1,unknown,I feel very sad and lonely
764,I enjoyed a nice walk outside,2024-10-30,0,unknown,I enjoyed a nice walk outside
30,I feel tired of everything,2024-11-12,1,unknown,I feel tired of everything
119,Nothing makes me happy anymore,2024-05-15,1,unknown,Nothing makes me happy anymore
36,Today was productive and fun,2024-08-30,0,unknown,Today was productive and fun
551,I had a good conversation today,2024-05-08,0,unknown,I had a good conversation today
1202,Today was a relaxing day,2024-02-21,0,unknown,Today was a relaxing day
414,I can't find joy in anything,2024-11-12,1,unknown,I can't find joy in anything
45,I feel tired of everything,2024-07-12,1,unknown,I feel tired of everything
752,I feel very sad and lonely,2024-06-15,1,unknown,I feel very sad and lonely
1824,I watched a great movie today,2024-06-29,0,unknown,I watched a great movie today
1113,Today was productive and fun,2024-08-30,0,unknown,Today was productive and fun
1951,Life feels meaningless,2024-12-27,1,unknown,Life feels meaningless
88,I feel empty inside,2024-08-02,1,unknown,I feel empty inside
1712,I enjoyed spending time with friends,2024-08-08,0,unknown,I enjoyed spending time with friends
1725,I enjoyed a nice walk outside,2024-04-05,0,unknown,I enjoyed a nice walk outside
1637,I have no motivation anymore,2024-03-28,1,unknown,I have no motivation anymore
1971,I enjoyed spending time with friends,2024-04-06,0,unknown,I enjoyed spending time with friends
716,Today was productive and fun,2024-11-30,0,unknown,Today was productive and fun
1853,Today was productive and fun,2024-02-04,0,unknown,Today was productive and fun
788,I feel very lonely these days,2024-09-29,1,unknown,I feel very lonely these days
1574,I love playing sports,2024-12-18,0,unknown,I love playing sports
1297,I feel very lonely these days,2024-09-24,1,unknown,I feel very lonely these days
1667,I feel hopeless about my future,2024-09-19,1,unknown,I feel hopeless about my future
279,I love playing sports,2024-10-30,0,unknown,I love playing sports
1243,I enjoyed a nice walk outside,2024-10-07,0,unknown,I enjoyed a nice walk outside
1102,I had a good conversation today,2024-07-03,0,unknown,I had a good conversation today
1388,I enjoyed spending time with friends,2024-01-27,0,unknown,I enjoyed spending time with friends
416,Nothing makes me happy anymore,2024-02-22,1,unknown,Nothing makes me happy anymore
1050,I feel hopeless about my future,2024-01-13,1,unknown,I feel hopeless about my future
606,I have no motivation anymore,2024-07-17,1,unknown,I have no motivation anymore
947,Today was a relaxing day,2024-05-04,0,unknown,Today was a relaxing day
112,I feel tired of everything,2024-12-10,1,unknown,I feel tired of everything
1059,I enjoyed a nice walk outside,2024-01-18,0,unknown,I enjoyed a nice walk outside
1566,I feel very lonely these days,2024-10-23,1,unknown,I feel very lonely these days
1806,Life feels meaningless,2024-02-28,1,unknown,Life feels meaningless
56,I feel happy and motivated,2024-06-13,0,unknown,I feel happy and motivated
1970,I can't find joy in anything,2024-12-08,1,unknown,I can't find joy in anything
1357,I have no motivation anymore,2024-10-03,1,unknown,I have no motivation anymore
764,I enjoyed spending time with friends,2024-11-04,0,unknown,I enjoyed spending time with friends
1906,I am excited about tomorrow,2024-02-24,0,unknown,I am excited about tomorrow
1854,I had a good conversation today,2024-03-23,0,unknown,I had a good conversation today
1110,I am excited about tomorrow,2024-03-11,0,unknown,I am excited about tomorrow
1895,Today was productive and fun,2024-06-27,0,unknown,Today was productive and fun
1068,Life feels meaningless,2024-10-22,1,unknown,Life feels meaningless
1429,I enjoyed a nice walk outside,2024-03-05,0,unknown,I enjoyed a nice walk outside
1685,I feel tired of everything,2024-07-03,1,unknown,I feel tired of everything
1868,Nothing makes me happy anymore,2024-03-21,1,unknown,Nothing makes me happy anymore
417,I feel like nobody understands me,2024-05-01,1,unknown,I feel like nobody understands me
1188,I had a great day today,2024-12-18,0,unknown,I had a great day today
263,I love playing sports,2024-03-26,0,unknown,I love playing sports
188,Today was a relaxing day,2024-06-17,0,unknown,Today was a relaxing day
386,I watched a great movie today,2024-10-02,0,unknown,I watched a great movie today
1162,Nothing makes me happy anymore,2024-04-01,1,unknown,Nothing makes me happy anymore
247,I feel very lonely these days,2024-12-10,1,unknown,I feel very lonely these days
473,I feel tired of everything,2024-12-22,1,unknown,I feel tired of everything
386,I love playing sports,2024-05-03,0,unknown,I love playing sports
1179,Life feels meaningless,2024-06-27,1,unknown,Life feels meaningless
1900,I feel very sad and lonely,2024-10-13,1,unknown,I feel very sad and lonely
555,I enjoyed a nice walk outside,2024-04-27,0,unknown,I enjoyed a nice walk outside
1283,Today was a relaxing day,2024-12-23,0,unknown,Today was a relaxing day
1258,I feel happy and motivated,2024-09-13,0,unknown,I feel happy and motivated
1502,I feel tired of everything,2024-02-11,1,unknown,I feel tired of everything
1392,I can't find joy in anything,2024-07-19,1,unknown,I can't find joy in anything
884,I watched a great movie today,2024-05-16,0,unknown,I watched a great movie today
423,I love playing sports,2024-08-18,0,unknown,I love playing sports
1719,I had a great day today,2024-08-12,0,unknown,I had a great day today
422,I feel happy and motivated,2024-07-24,0,unknown,I feel happy and motivated
72,I feel very sad and lonely,2024-03-09,1,unknown,I feel very sad and lonely
713,I had a great day today,2024-10-03,0,unknown,I had a great day today
131,I can't find joy in anything,2024-05-22,1,unknown,I can't find joy in anything
1298,I enjoyed a nice walk outside,2024-10-24,0,unknown,I enjoyed a nice walk outside
1976,I feel happy and motivated,2024-09-30,0,unknown,I feel happy and motivated
203,I enjoyed a nice walk outside,2024-08-05,0,unknown,I enjoyed a nice walk outside
405,I enjoyed a nice walk outside,2024-11-20,0,unknown,I enjoyed a nice walk outside
395,I enjoyed spending time with friends,2024-01-28,0,unknown,I enjoyed spending time with friends
1309,I feel hopeless about my future,2024-05-05,1,unknown,I feel hopeless about my future
854,Today was a relaxing day,2024-08-31,0,unknown,Today was a relaxing day
371,I am excited about tomorrow,2024-07-11,0,unknown,I am excited about tomorrow
1838,I feel tired of everything,2024-12-25,1,unknown,I feel tired of everything
397,I had a good conversation today,2024-07-12,0,unknown,I had a good conversation today
591,I watched a great movie today,2024-02-08,0,unknown,I watched a great movie today
799,Life feels meaningless,2024-11-01,1,unknown,Life feels meaningless
368,I feel hopeless about my future,2024-05-12,1,unknown,I feel hopeless about my future
1510,Life feels meaningless,2024-03-12,1,unknown,Life feels meaningless
729,I watched a great movie today,2024-06-07,0,unknown,I watched a great movie today
830,I had a good conversation today,2024-05-15,0,unknown,I had a good conversation today
4,I am excited about tomorrow,2024-11-03,0,unknown,I am excited about tomorrow
378,I love playing sports,2024-08-06,0,unknown,I love playing sports
1205,I am excited about tomorrow,2024-12-25,0,unknown,I am excited about tomorrow
519,I love playing sports,2024-06-10,0,unknown,I love playing sports
1522,I can't find joy in anything,2024-09-15,1,unknown,I can't find joy in anything
913,I had a great day today,2024-05-18,0,unknown,I had a great day today
1172,I feel tired of everything,2024-12-06,1,unknown,I feel tired of everything
1342,I had a great day today,2024-03-08,0,unknown,I had a great day today
54,Life feels meaningless,2024-03-25,1,unknown,Life feels meaningless
1908,Life feels meaningless,2024-12-01,1,unknown,Life feels meaningless
1442,Today was productive and fun,2024-02-10,0,unknown,Today was productive and fun
423,I love playing sports,2024-04-24,0,unknown,I love playing sports
1275,I enjoyed spending time with friends,2024-02-17,0,unknown,I enjoyed spending time with friends
1218,I have no motivation anymore,2024-06-18,1,unknown,I have no motivation anymore
1123,I feel happy and motivated,2024-01-01,0,unknown,I feel happy and motivated
999,I watched a great movie today,2024-03-02,0,unknown,I watched a great movie today
688,I feel hopeless about my future,2024-08-15,1,unknown,I feel hopeless about my future
1381,I am excited about tomorrow,2024-08-01,0,unknown,I am excited about tomorrow
1123,Today was a relaxing day,2024-07-17,0,unknown,Today was a relaxing day
1881,Nothing makes me happy anymore,2024-04-12,1,unknown,Nothing makes me happy anymore
1765,I enjoyed a nice walk outside,2024-02-04,0,unknown,I enjoyed a nice walk outside
696,I had a great day today,2024-09-05,0,unknown,I had a great day today
1371,I feel very sad and lonely,2024-12-20,1,unknown,I feel very sad and lonely
1238,I had a great day today,2024-09-04,0,unknown,I had a great day today
1759,I had a good conversation today,2024-02-23,0,unknown,I had a good conversation today
905,I enjoyed spending time with friends,2024-04-29,0,unknown,I enjoyed spending time with friends
1159,Today was productive and fun,2024-11-11,0,unknown,Today was productive and fun
1007,I feel happy and motivated,2024-10-18,0,unknown,I feel happy and motivated
1691,I feel happy and motivated,2024-07-09,0,unknown,I feel happy and motivated
1553,I feel hopeless about my future,2024-07-22,1,unknown,I feel hopeless about my future
1764,Today was a relaxing day,2024-04-23,0,unknown,Today was a relaxing day
1371,Today was productive and fun,2024-04-21,0,unknown,Today was productive and fun
1799,I watched a great movie today,2024-03-31,0,unknown,I watched a great movie today
265,Today was a relaxing day,2024-03-03,0,unknown,Today was a relaxing day
1286,I feel very lonely these days,2024-09-22,1,unknown,I feel very lonely these days
1778,I can't find joy in anything,2024-06-07,1,unknown,I can't find joy in anything
251,I had a great day today,2024-01-18,0,unknown,I had a great day today
288,I enjoyed spending time with friends,2024-05-30,0,unknown,I enjoyed spending time with friends
823,I love playing sports,2024-09-12,0,unknown,I love playing sports
169,I have no motivation anymore,2024-09-17,1,unknown,I have no motivation anymore
1166,I watched a great movie today,2024-11-13,0,unknown,I watched a great movie today
539,I love playing sports,2024-07-22,0,unknown,I love playing sports
385,I had a great day today,2024-12-12,0,unknown,I had a great day today
1342,I enjoyed spending time with friends,2024-10-31,0,unknown,I enjoyed spending time with friends
1263,I watched a great movie today,2024-01-03,0,unknown,I watched a great movie today
1260,Nothing makes me happy anymore,2024-01-23,1,unknown,Nothing makes me happy anymore
1151,I feel empty inside,2024-04-08,1,unknown,I feel empty inside
1508,I feel hopeless about my future,2024-12-07,1,unknown,I feel hopeless about my future
1993,I had a good conversation today,2024-07-18,0,unknown,I had a good conversation today
632,I am excited about tomorrow,2024-06-20,0,unknown,I am excited about tomorrow
975,I feel very lonely these days,2024-09-19,1,unknown,I feel very lonely these days
1319,Nothing makes me happy anymore,2024-08-25,1,unknown,Nothing makes me happy anymore
12,I feel very lonely these days,2024-04-12,1,unknown,I feel very lonely these days
1240,I had a good conversation today,2024-03-12,0,unknown,I had a good conversation today
1139,I feel happy and motivated,2024-06-22,0,unknown,I feel happy and motivated
1100,I love playing sports,2024-10-02,0,unknown,I love playing sports
489,I enjoyed a nice walk outside,2024-06-27,0,unknown,I enjoyed a nice walk outside
787,I enjoyed a nice walk outside,2024-08-02,0,unknown,I enjoyed a nice walk outside
671,I love playing sports,2024-10-05,0,unknown,I love playing sports
487,I have no motivation anymore,2024-10-04,1,unknown,I have no motivation anymore
639,I watched a great movie today,2024-10-22,0,unknown,I watched a great movie today
195,I feel like nobody understands me,2024-03-06,1,unknown,I feel like nobody understands me
1755,I can't find joy in anything,2024-06-29,1,unknown,I can't find joy in anything
605,I watched a great movie today,2024-06-26,0,unknown,I watched a great movie today
1249,I had a great day today,2024-09-15,0,unknown,I had a great day today
48,I love playing sports,2024-04-27,0,unknown,I love playing sports
1048,Today was a relaxing day,2024-02-01,0,unknown,Today was a relaxing day
574,I feel empty inside,2024-08-08,1,unknown,I feel empty inside
144,Nothing makes me happy anymore,2024-01-03,1,unknown,Nothing makes me happy anymore
257,I had a good conversation today,2024-06-21,0,unknown,I had a good conversation today
362,I feel very lonely these days,2024-03-05,1,unknown,I feel very lonely these days
1740,I have no motivation anymore,2024-07-17,1,unknown,I have no motivation anymore
1090,I have no motivation anymore,2024-05-25,1,unknown,I have no motivation anymore
838,I had a great day today,2024-06-13,0,unknown,I had a great day today
661,Today was a relaxing day,2024-12-06,0,unknown,Today was a relaxing day
1981,I had a great day today,2024-01-27,0,unknown,I had a great day today
1077,I am excited about tomorrow,2024-05-25,0,unknown,I am excited about tomorrow
1898,I had a great day today,2024-08-19,0,unknown,I had a great day today
360,I watched a great movie today,2024-05-28,0,unknown,I watched a great movie today
1565,I feel hopeless about my future,2024-12-15,1,unknown,I feel hopeless about my future
447,I love playing sports,2024-03-11,0,unknown,I love playing sports
1518,I feel hopeless about my future,2024-12-25,1,unknown,I feel hopeless about my future
1337,I feel happy and motivated,2024-02-29,0,unknown,I feel happy and motivated
1804,I feel very lonely these days,2024-04-29,1,unknown,I feel very lonely these days
495,I had a good conversation today,2024-08-17,0,unknown,I had a good conversation today
300,Life feels meaningless,2024-06-27,1,unknown,Life feels meaningless
818,I feel empty inside,2024-05-17,1,unknown,I feel empty inside
67,Nothing makes me happy anymore,2024-12-09,1,unknown,Nothing makes me happy anymore
1645,I enjoyed a nice walk outside,2024-09-25,0,unknown,I enjoyed a nice walk outside
1899,I have no motivation anymore,2024-12-02,1,unknown,I have no motivation anymore
1760,I feel empty inside,2024-01-23,1,unknown,I feel empty inside
1431,I feel empty inside,2024-05-20,1,unknown,I feel empty inside
1081,I enjoyed spending time with friends,2024-09-10,0,unknown,I enjoyed spending time with friends
1232,I feel very lonely these days,2024-06-29,1,unknown,I feel very lonely these days
1240,Life feels meaningless,2024-11-21,1,unknown,Life feels meaningless
33,I had a great day today,2024-11-28,0,unknown,I had a great day today
173,I have no motivation anymore,2024-04-21,1,unknown,I have no motivation anymore
1353,I have no motivation anymore,2024-09-28,1,unknown,I have no motivation anymore
455,Life feels meaningless,2024-12-02,1,unknown,Life feels meaningless
1310,I am excited about tomorrow,2024-10-23,0,unknown,I am excited about tomorrow
1591,I feel hopeless about my future,2024-02-23,1,unknown,I feel hopeless about my future
1721,I had a good conversation today,2024-12-23,0,unknown,I had a good conversation today
442,I had a good conversation today,2024-09-26,0,unknown,I had a good conversation today
426,I had a good conversation today,2024-06-04,0,unknown,I had a good conversation today
1465,I love playing sports,2024-02-13,0,unknown,I love playing sports
1430,I feel very sad and lonely,2024-01-26,1,unknown,I feel very sad and lonely
1400,I have no motivation anymore,2024-07-10,1,unknown,I have no motivation anymore
1486,I feel tired of everything,2024-04-30,1,unknown,I feel tired of everything
813,I feel tired of everything,2024-07-06,1,unknown,I feel tired of everything
198,Nothing makes me happy anymore,2024-02-24,1,unknown,Nothing makes me happy anymore
679,I had a great day today,2024-08-01,0,unknown,I had a great day today
714,Life feels meaningless,2024-12-06,1,unknown,Life feels meaningless
645,I had a good conversation today,2024-06-29,0,unknown,I had a good conversation today
1962,I can't find joy in anything,2024-02-10,1,unknown,I can't find joy in anything
1876,I have no motivation anymore,2024-04-20,1,unknown,I have no motivation anymore
887,I love playing sports,2024-07-10,0,unknown,I love playing sports
1808,Today was productive and fun,2024-07-24,0,unknown,Today was productive and fun
1782,I love playing sports,2024-04-06,0,unknown,I love playing sports
249,I feel tired of everything,2024-06-24,1,unknown,I feel tired of everything
1604,I can't find joy in anything,2024-04-05,1,unknown,I can't find joy in anything
1141,Today was a relaxing day,2024-05-17,0,unknown,Today was a relaxing day
146,I feel very sad and lonely,2024-06-28,1,unknown,I feel very sad and lonely
318,I feel happy and motivated,2024-01-08,0,unknown,I feel happy and motivated
1524,I feel very lonely these days,2024-04-19,1,unknown,I feel very lonely these days
55,I feel hopeless about my future,2024-10-24,1,unknown,I feel hopeless about my future
573,Life feels meaningless,2024-12-21,1,unknown,Life feels meaningless
567,I watched a great movie today,2024-09-16,0,unknown,I watched a great movie today
158,I love playing sports,2024-07-31,0,unknown,I love playing sports
378,I can't find joy in anything,2024-04-05,1,unknown,I can't find joy in anything
668,I enjoyed a nice walk outside,2024-03-14,0,unknown,I enjoyed a nice walk outside
1919,I watched a great movie today,2024-02-21,0,unknown,I watched a great movie today
1628,Today was productive and fun,2024-06-15,0,unknown,Today was productive and fun
1947,I had a great day today,2024-08-06,0,unknown,I had a great day today
566,I feel very lonely these days,2024-08-22,1,unknown,I feel very lonely these days
1587,I have no motivation anymore,2024-04-12,1,unknown,I have no motivation anymore
764,I had a great day today,2024-08-03,0,unknown,I had a great day today
1338,I can't find joy in anything,2024-07-26,1,unknown,I can't find joy in anything
126,I enjoyed spending time with friends,2024-06-27,0,unknown,I enjoyed spending time with friends
1074,I feel happy and motivated,2024-08-29,0,unknown,I feel happy and motivated
591,I feel happy and motivated,2024-04-16,0,unknown,I feel happy and motivated
343,I feel hopeless about my future,2024-04-22,1,unknown,I feel hopeless about my future
1834,Today was a relaxing day,2024-03-04,0,unknown,Today was a relaxing day
1354,I am excited about tomorrow,2024-02-02,0,unknown,I am excited about tomorrow
1488,I feel very lonely these days,2024-08-18,1,unknown,I feel very lonely these days
1697,I can't find joy in anything,2024-02-29,1,unknown,I can't find joy in anything
1890,I feel like nobody understands me,2024-12-01,1,unknown,I feel like nobody understands me
1824,I feel happy and motivated,2024-12-07,0,unknown,I feel happy and motivated
549,I am excited about tomorrow,2024-05-10,0,unknown,I am excited about tomorrow
1740,I feel very lonely these days,2024-08-03,1,unknown,I feel very lonely these days
1414,I feel hopeless about my future,2024-04-30,1,unknown,I feel hopeless about my future
1154,I had a great day today,2024-02-24,0,unknown,I had a great day today
1263,I feel happy and motivated,2024-10-23,0,unknown,I feel happy and motivated
1825,I feel very sad and lonely,2024-04-07,1,unknown,I feel very sad and lonely
708,Today was productive and fun,2024-05-21,0,unknown,Today was productive and fun
714,Today was a relaxing day,2024-08-27,0,unknown,Today was a relaxing day
281,I love playing sports,2024-05-12,0,unknown,I love playing sports
1764,I am excited about tomorrow,2024-05-30,0,unknown,I am excited about tomorrow
1255,I feel tired of everything,2024-12-05,1,unknown,I feel tired of everything
1515,I feel empty inside,2024-12-20,1,unknown,I feel empty inside
1074,I had a great day today,2024-11-14,0,unknown,I had a great day today
1838,Today was productive and fun,2024-12-31,0,unknown,Today was productive and fun
532,I feel tired of everything,2024-06-10,1,unknown,I feel tired of everything
695,Life feels meaningless,2024-08-16,1,unknown,Life feels meaningless
795,I love playing sports,2024-11-24,0,unknown,I love playing sports
1140,I feel very lonely these days,2024-01-20,1,unknown,I feel very lonely these days
1021,I enjoyed a nice walk outside,2024-01-20,0,unknown,I enjoyed a nice walk outside
1403,Today was a relaxing day,2024-12-10,0,unknown,Today was a relaxing day
825,I am excited about tomorrow,2024-11-18,0,unknown,I am excited about tomorrow
71,I enjoyed a nice walk outside,2024-10-25,0,unknown,I enjoyed a nice walk outside
646,I watched a great movie today,2024-12-01,0,unknown,I watched a great movie today
918,Today was a relaxing day,2024-07-17,0,unknown,Today was a relaxing day
1202,I have no motivation anymore,2024-04-22,1,unknown,I have no motivation anymore
1488,I feel very sad and lonely,2024-05-30,1,unknown,I feel very sad and lonely
1678,Today was productive and fun,2024-08-21,0,unknown,Today was productive and fun
567,I can't find joy in anything,2024-05-10,1,unknown,I can't find joy in anything
767,I watched a great movie today,2024-10-14,0,unknown,I watched a great movie today
109,I feel like nobody understands me,2024-03-09,1,unknown,I feel like nobody understands me
549,I feel happy and motivated,2024-12-03,0,unknown,I feel happy and motivated
1845,I love playing sports,2024-06-27,0,unknown,I love playing sports
1585,I feel tired of everything,2024-03-21,1,unknown,I feel tired of everything
1063,I feel tired of everything,2024-03-23,1,unknown,I feel tired of everything
1387,Today was productive and fun,2024-06-19,0,unknown,Today was productive and fun
1452,I can't find joy in anything,2024-05-28,1,unknown,I can't find joy in anything
966,Today was productive and fun,2024-08-24,0,unknown,Today was productive and fun
1284,I feel very lonely these days,2024-06-24,1,unknown,I feel very lonely these days
663,I feel very lonely these days,2024-01-27,1,unknown,I feel very lonely these days
1468,I love playing sports,2024-09-24,0,unknown,I love playing sports
1401,Today was productive and fun,2024-08-16,0,unknown,Today was productive and fun
1973,I had a good conversation today,2024-12-14,0,unknown,I had a good conversation today
578,I am excited about tomorrow,2024-10-29,0,unknown,I am excited about tomorrow
199,I feel very lonely these days,2024-05-20,1,unknown,I feel very lonely these days
1463,I love playing sports,2024-08-04,0,unknown,I love playing sports
1918,I feel happy and motivated,2024-11-09,0,unknown,I feel happy and motivated
1794,I had a good conversation today,2024-06-17,0,unknown,I had a good conversation today
1193,I enjoyed spending time with friends,2024-11-07,0,unknown,I enjoyed spending time with friends
1561,I am excited about tomorrow,2024-01-28,0,unknown,I am excited about tomorrow
1138,I am excited about tomorrow,2024-08-22,0,unknown,I am excited about tomorrow
1126,I enjoyed spending time with friends,2024-07-04,0,unknown,I enjoyed spending time with friends
1787,I feel tired of everything,2024-03-09,1,unknown,I feel tired of everything
58,I enjoyed a nice walk outside,2024-02-17,0,unknown,I enjoyed a nice walk outside
1002,I feel like nobody understands me,2024-12-16,1,unknown,I feel like nobody understands me
1016,I enjoyed a nice walk outside,2024-08-09,0,unknown,I enjoyed a nice walk outside
1184,I feel hopeless about my future,2024-10-29,1,unknown,I feel hopeless about my future
127,I had a great day today,2024-02-09,0,unknown,I had a great day today
1156,I feel hopeless about my future,2024-03-01,1,unknown,I feel hopeless about my future
683,I feel hopeless about my future,2024-07-26,1,unknown,I feel hopeless about my future
